영문공항명,한글공항,공항코드1(IATA),공항코드2(ICAO),지역,영문국가명,한글국가명,영문도시명
Coleman A. Young International Airport,콜맨 A. 영 국제 공항,DET,KDET,북미캐나다,United States,미국,Detroit
Coll Airport,콜 공항,COL,EGEL,유럽,United Kingdom,영국,Coll
Cologne Bonn Airport,쾰른 본 공항,CGN,EDDK,유럽,Germany,독일,Cologne
Colombo International Airport Ratmalana,콜롬보 국제공항 라트말라나,RML,VCCC,아시아태평양,Sri Lanka,스리랑카,Colombo
Colonel Hill Airport,콜론 힐 공항,CRI,MYCI,중남미,Bahamas,바하마,Colonel Hill
Colonsay Airport,콜론세이 공항,CSA,EGEY,유럽,United Kingdom,영국,Colonsay
Colorado Springs Airport,콜로라도 스프링스 공항,COS,KCOS,북미캐나다,United States,미국,Colorado Springs
Columbia Metropolitan Airport,콜럼비아 메트로폴리탄 공항,CAE,KCAE,북미캐나다,United States,미국,Columbia
Columbia Regional Airport,콜럼비아 공항,COU,KCOU,북미캐나다,United States,미국,Columbia
Columbus Airport,콜럼버스 공항,CSG,KCSG,북미캐나다,United States,미국,Columbus
Columbus Municipal Airport,콜럼버스 시립공항,CLU,KBAK,북미캐나다,United States,미국,Columbus
Colville Lake Airport,콜빌 호수/토미 코촌 비행장,YCK,CYVL,북미캐나다,Canada,캐나다,Colville Lake
Comandante Armando Tola International Airport,코만단테 아르만도 톨라 국제공항,FTE,SAWC,중남미,Argentina,아르헨티나,El Calafate
Comandante Espora Airport,코망단트 에스포라 공항,BHI,SAZB,중남미,Argentina,아르헨티나,BahIa Blanca
Comandante Gustavo Kraemer Airport,코만단테 구스타보 크라이머 공항,BGX,SBBG,중남미,Brazil,브라질,Bage
Comiso Airport,코미소 공항,CIY,LICB,유럽,Italy,이탈리아,Comiso
Comodoro D. Ricardo Salomon Airport,코모도로 D. 리카르도 살로몬 공항,LGS,SAMM,중남미,Argentina,아르헨티나,Malarge
Comodoro Pierrestegui Airport,코모도로 피에레스테기 공항,COC,SAAC,중남미,Argentina,아르헨티나,Concordia
Comox Valley Airport,커먹스 밸리 공항,YQQ,CYQQ,북미캐나다,Canada,캐나다,Comox
Comte. Antonio Amilton Beraldo Airport,콩트. 안토니오 아밀턴 베랄도 공항,PGZ,SSZW,중남미,Brazil,브라질,Ponta Grossa
Comte. Ariston Pessoa Regional Airport,콩트. 아리스톤 페소아 지역공항,JJD,SBJE,중남미,Brazil,브라질,Cruz
Con Dao Airport,꼰다오 공항,VCS,VVCS,아시아태평양,Vietnam,베트남,Con Dao Island
Conakry International Airport,코나크리 국제공항,CKY,GUCY,중동아프리카,Guinea,기니,Conakry
Concord Regional Airport,콩코드 지역공항,USA,KJQF,북미캐나다,United States,미국,Concord
Concordia Airport,콘코르디아 공항,CCI,SSCK,중남미,Brazil,브라질,Concordia
Confresa Airport,콘프레사 공항,CFO,SJHG,중남미,Brazil,브라질,Confresa
Connemara Airport,코네마라 공항,NNR,EICA,유럽,Ireland,아일랜드,Spiddal
Contador Airport,콘타도르 공항,PTX,SKPI,중남미,Colombia,콜롬비아,Pitalito
Contadora Airport,콘타도라 공항,OTD,n/a,중남미,Panama,파나마,Contadora Island
Coober Pedy Airport,쿠버 페디 공항,CPD,YCBP,대양주,Australia,오스트레일리아,Coober Pedy
Cooch Behar Airport,쿠치 베하르 공항,COH,VECO,아시아태평양,India,인도,Cooch Behar
Cooktown Airport,쿡타운 공항,CTN,YCKN,대양주,Australia,오스트레일리아,Cooktown
Cooma Snowy Mountains Airport,쿠마 스노위 마운틴 공항,OOM,YCOM,대양주,Australia,오스트레일리아,Cooma
Coondewanna Airport,쿤데완나 공항,CJF,YCWA,대양주,Australia,오스트레일리아,Coondewanna
Copan Ruinas Airport,코판 루이나스 공항,RUY,MHRU,유럽,Honduras,온두라스,Copan Ruinas
Copenhagen Airport Kastrup,코펜하겐 공항 Kastrup,CPH,EKCH,유럽,Denmark,덴마크,Copenhagen
Coral Harbour Airport,코럴 하버 공항,YZS,CYZS,북미캐나다,Canada,캐나다,Coral Harbour
Corazon de JesUs Airport,코라손 데 헤수스 공항,CZJ,n/a,중남미,Panama,파나마,Corazon de JesUs
Cordoba Airport,코르도바 공항,ODB,LEBA,유럽,Spain,스페인,Cordoba
Corfu International Airport,코르푸 국제공항,CFU,LGKR,유럽,Greece,그리스,Corfu
Cork Airport,코크 공항,ORK,EICK,유럽,Ireland,아일랜드,Cork
Corn Island Airport,콘아일랜드 공항,RNI,MNCI,중남미,Nicaragua,니카라과,Corn Islands
Corner Bay Airport,코너 베이,CBA,n/a,북미캐나다,United States,미국,Corner
Coronel Altino Machado de Oliveira Airport,코로넬 알티노 마차도 데 올리베이라 에어포트,GVR,SBGV,중남미,Brazil,브라질,Governador Valadares
Coronel FAP Alfredo MendIvil Duarte Airport,야나밀라 공항,AYP,SPHO,중남미,Peru,페루,Ayacucho
Coronel FAP Carlos Ciriani Santa Rosa International Airport,코로넬 FAP 카를로스 시리아니 산타 로사 국제공항,TCQ,SPTN,중남미,Peru,페루,Tacna
Coronel FAP Francisco Secada Vignetta International Airport,코로넬 FAP 프란시스코 세카다 비네타 국제공항,IQT,SPQT,중남미,Peru,페루,Iquitos
Coronel Felipe Varela International Airport,코로넬 펠리페 바렐라 국제 공항,CTC,SANC,중남미,Argentina,아르헨티나,Catamarca
Coronel Horacio de Mattos Airport,코로넬 호라시오 데 마토스 공항,LEC,SBLE,중남미,Brazil,브라질,Lencois
Corozal Airport,코로잘 공항,CZH,SKCZ,중남미,Belize,벨리즈,Corozal
Corpus Christi International Airport,코퍼스 크리스티 국제 공항,CRP,KCRP,북미캐나다,United States,미국,Corpus Christi
Corrente Airport,코렌테 공항,n/a,SNKR,중남미,Brazil,브라질,Corrente
Cortes Island Aerodrome,코르테스 아일랜드 비행장,YCF,n/a,북미캐나다,Canada,캐나다,Cortes+M4296
Cortez Municipal Airport,코르테즈 시립 공항,CEZ,KCEZ,북미캐나다,United States,미국,Cortez
Corumba International Airport,코룸바 국제공항,CMG,SBCR,중남미,Brazil,브라질,Corumba
Corvo Airport,코르보 공항,CVU,LPCR,유럽,Portugal,포르투갈,Corvo Island
Costa Esmeralda Airport,코스타 에스메랄다 공항,ECI,MNCE,중남미,Nicaragua,니카라과,Rivas
Coto 47 Airport,코토 47 공항,OTR,MRCC,중남미,Costa Rica,코스타리카,Coto 47
Cotopaxi International Airport,코토팍시 국제공항,LTX,SELT,중남미,Ecuador,에콰도르,Latacunga
Cottbus Drewitz Airport,콧부스 드레비츠 공항,CBU,EDCD,유럽,Germany,독일,Cottbus
Coventry Airport,코번트리 공항,CVT,EGBE,유럽,United Kingdom,영국,Coventry
Cox's Bazar Airport,콕스 바자르 공항,CXB,VGCB,아시아태평양,Bangladesh,방글라데시,Cox's Bazar
Cozumel International Airport,코수멜 국제 공항,CZM,MMCZ,중남미,Mexico,멕시코,Cozumel
Craig Cove Airport,크레이그 코브 공항,CCV,NVSF,아시아태평양,Vanuatu,바누아투,Craig Cove
Craig Seaplane Base,크레이그 수상비행기 기지,CGA,n/a,북미캐나다,United States,미국,Craig
Craiova International Airport,크라이오바 국제공항,CRA,LRCV,유럽,Romania,루마니아,Craiova
Cranfield Airport,크랜필드 공항,n/a,EGTC,유럽,United Kingdom,영국,Cranfield
Creel Airport,크릴 공항,n/a,n/a,중남미,Mexico,멕시코,Creel
Croker Island Airport,크로커 아일랜드 공항,CKI,YCKI,대양주,Australia,오스트레일리아,Croker Island
Crooked Creek Airport,크룩트 크릭 공항,CKD,PACJ,북미캐나다,United States,미국,Crooked Creek
Cross Lake  Airport,크로스 레이크 ,YCR,CYCR,북미캐나다,Canada,캐나다,Cross Lake
Crotone Airport,코로톤 공항,CRV,LIBC,유럽,Italy,이탈리아,Crotone
Cruzeiro do Sul International Airport,크루제이루두술 국제공항,CZS,SBCZ,중남미,Brazil,브라질,Cruzeiro do Sul
Cuamba Airport,쿠암바 공항,FXO,FQCB,중동아프리카,Mozambique,모잠비크,Cuamba
Cukurova International Airport,추쿠로바 국제공항,COV,LTDB,유럽,Turkey,터키,Cukurova
Culpina Airport,쿨피나 공항,n/a,n/a,중남미,Bolivia,볼리비아,Culpina
Cumbernauld Airport,컴버놀드 공항,n/a,EGPG,유럽,United Kingdom,영국,Cumbernauld
Cunderdin Airport,컨더딘 공항,n/a,YCUN,대양주,Australia,오스트레일리아,Cunderdin
Cuneo International Airport,쿠네오 국제 공항,CUF,LIMZ,유럽,Italy,이탈리아,Cuneo
Cunnamulla Airport,쿤나물라 공항,CMA,YCMU,대양주,Australia,오스트레일리아,Cunnamulla
Curacao International Airport,퀴라소 국제공항,CUR,TNCC,중남미,Curacao,네덜란드령 퀴라소,Willemstad
Cut Bank Municipal Airport,컷 뱅크 공항,CTB,KCTB,북미캐나다,United States,미국,Cut Bank
Cut Nyak Dhien Airport,컷 냑 디엔 공항,MEQ,WITC,아시아태평양,Indonesia,인도네시아,Meulaboh
Cuyo Airport,쿠요 공항,CYU,RPLO,아시아태평양,Philippines,필리핀,Cuyo
Cyril E. King Airport,시릴 E. 킹 공항,STT,TIST,중남미,U.S. Virgin Islands,버진 아일랜드,St. Thomas Island
Czestochowa Rudniki Airport,쳉스토호바 루드니키 공항,n/a,EPCH,유럽,Poland,폴란드,Czestochowa
Da Nang International Airport,다낭 국제 공항,DAD,VVDN,아시아태평양,Vietnam,베트남,Da Nang
Dabo Singkep Airport,다보 싱켑 공항,SIQ,WIDS,아시아태평양,Indonesia,인도네시아,Singkep
Dabolim Airport,다보림 공항,GOI,VAGO,아시아태평양,India,인도,Goa
Dadu Airport,다두 공항,DDU,n/a,중동아프리카,Pakistan,파키스탄,Dadu
Daegu International Airport,대구국제공항,TAE,RKTN,아시아태평양,South Korea,대한민국,Daegu
Dakhla Airport,다클라 공항,VIL,GMMH,중동아프리카,Western Sahara,서사하라,Dakhla
Dala Airport,달라 공항,BLE,ESSD,유럽,Sweden,스웨덴,BorlAnge
Dalaman Airport,달라만 공항,DLM,LTBS,유럽,Turkey,터키,Dalaman
Dalanzadgad Airport,달란자드가드 공항,DLZ,ZMDZ,아시아태평양,Mongolia,몽골,Dalanzadgad
Dalbandin Airport,달반딘 공항,DBA,OPDB,중동아프리카,Pakistan,파키스탄,Dalbandin
Dali Airport,다리 공항,DLU,ZPDL,아시아태평양,China,중국,Dali
Dalian Zhoushuizi International Airport,다롄 저우수이쯔 국제공항,DLC,ZYTL,아시아태평양,China,중국,Dalian
Dallas Executive Airport,댈러스 이그제큐티브 공항,RBD,KRBD,북미캐나다,United States,미국,Dallas
Dallas Love Field,댈러스 러브 필드,DAL,KDAL,북미캐나다,United States,미국,Dallas
Dallas/Fort Worth International Airport,댈러스/포트워스 국제공항,DFW,KDFW,북미캐나다,United States,미국,Dallas
Dalma Airport,달마 공항,ZDY,OMDL,중동아프리카,United Arab Emirates,아랍에미레이트,Dalma Island
Dalnegorsk Airport,달네고르스크 공항,DHG,n/a,유럽,Russia,러시아,Dalnegorsk
Dalnerechensk Airport,달네레첸스크 공항,DLR,n/a,유럽,Russia,러시아,Dalnerechensk
Daloa Airport,달로아 공항,DJO,DIDL,중동아프리카,Cote d'Ivoire,코트디부아르,Daloa
Damascus International Airport,다마스쿠스 국제 공항,DAM,OSDI,중동아프리카,Syria,시리아,Damascus
Damaturu International Airport,다마투루 국제공항,n/a,n/a,중동아프리카,Nigeria,나이지리아,Damaturu
Damazin Airport,다마진 공항,RSS,HSDZ,중동아프리카,Sudan,수단,Damazin
Dambulu Oya Tank Seaplane Base,담불루 오야 탱크 수상비행기 기지,DBU,n/a,아시아태평양,Sri Lanka,스리랑카,Dambulla
Danbury Municipal Airport,댄버리 공항,DXR,KDXR,북미캐나다,United States,미국,Danbury
Dandong Langtou Airport,단동 랑터우 공항,DDG,ZYDD,아시아태평양,China,중국,Dandong
Dane County Regional Airport,데인 카운티 리저널 공항,MSN,KMSN,북미캐나다,United States,미국,Madison
Dang Tarigaun Airport,당 타리가운 공항,DNP,VNDG,아시아태평양,Nepal,네팔,Dang Tarigaun
Dangriga Airport,당그리가 공항,DGA,n/a,중남미,Belize,벨리즈,Dangriga
